26.00 < Age <= 33.00,WorkRelease = No,Felony = Yes,Supervised Release = Yes,Junky = No,Alcohol = No,Crime against Person = No,Gender = Male,PrisonViolations = 1,MonthsServed > 24.00,Race = Black,8.00 < YearsSchool <= 10.00,Married = No
0.9310344827586207,0.0008
