Crime against Property = Yes,Married = No,Supervised Release = No,Gender = Male,Crime against Person = No,Alcohol = No,Junky = No,PrisonViolations = 0,YearsSchool <= 8.00,WorkRelease = Yes,Age > 33.00,4.00 < MonthsServed <= 9.00,Felony = Yes
0.8095238095238095,0.0003
