0.0,-0.019629697468681564,0.0,-0.09304002004375952,-0.026525937725957696,-0.2626260932783701,0.0,0.1420405104429448,-0.11171251354641282,-0.10687020746042188,0.0,0.0,0.21231073582760046,0.0,-0.025244284205851265
0,2,6,10,11,13
0.8792079207920792,0.0065
