Race = Black,Supervised Release = No,Junky = No,Gender = Male,WorkRelease = No,Crime against Person = No,Alcohol = No,MonthsServed <= 4.00,10.00 < YearsSchool <= 11.00,Felony = No,PrisonViolations = 0,Married = Yes,26.00 < Age <= 33.00
1.0,0.0
