Age <= 21.00,Crime against Property = Yes,Married = No,Gender = Male,Crime against Person = No,10.00 < YearsSchool <= 11.00,Felony = No,Alcohol = No,WorkRelease = No,PrisonViolations = 0
0.8003663003663004,0.0022
