Priors = 2,Married = No,Race = Black,Alcohol = No,YearsSchool <= 8.00,Junky = No,Supervised Release = Yes,PrisonViolations = 0,Crime against Property = No,26.00 < Age <= 33.00,Gender = Female
0.9506726457399103,0.0001
