Race = Black,WorkRelease = No,Crime against Person = No,Gender = Male,MonthsServed <= 4.00,Felony = No,Alcohol = No,Junky = No,Supervised Release = Yes,Priors = 1,Crime against Property = No,YearsSchool > 11.00,Married = Yes,PrisonViolations = 0
0.706989247311828,0.0006
