Priors = 1,PrisonViolations = 0,Race = White,Alcohol = No,Felony = Yes,WorkRelease = No,Junky = No,Supervised Release = Yes,Gender = Male,MonthsServed > 24.00,Crime against Property = Yes
0.9166666666666666,0.0002
