Priors = 2,Crime against Property = Yes,8.00 < YearsSchool <= 10.00,Race = Black,Felony = No,Alcohol = No,Crime against Person = No,Gender = Male,26.00 < Age <= 33.00,Married = Yes
0.8985200845665962,0.0004
