Priors = 2,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Race = Black,Married = No,Crime against Person = No,WorkRelease = Yes,PrisonViolations = 1,Junky = Yes
0.9252873563218391,0.0
