Priors = 2,8.00 < YearsSchool <= 10.00,Married = No,9.00 < MonthsServed <= 24.00,Race = Black,PrisonViolations = 0,Junky = No,Alcohol = No,Supervised Release = Yes,Felony = Yes,21.00 < Age <= 26.00
0.9266862170087976,0.0015
