26.00 < Age <= 33.00,WorkRelease = No,Junky = No,Felony = Yes,Supervised Release = Yes,Alcohol = No,PrisonViolations = 1,Gender = Male,Crime against Person = No,MonthsServed > 24.00,8.00 < YearsSchool <= 10.00,Race = Black
0.8362204724409449,0.0013
