Priors = 2,Race = Black,Married = No,YearsSchool <= 8.00,Alcohol = No,Junky = No,PrisonViolations = 0,Supervised Release = Yes,WorkRelease = No,Crime against Person = Yes,26.00 < Age <= 33.00,MonthsServed > 24.00
1.0,0.0
