Married = No,PrisonViolations = 1,Race = Black,Crime against Person = No,Gender = Male,Alcohol = No,Felony = No,Junky = No,Supervised Release = Yes,26.00 < Age <= 33.00,WorkRelease = Yes
0.7292929292929293,0.0032
