Alcohol = Yes,Married = No,Crime against Person = No,Gender = Male,21.00 < Age <= 26.00,Felony = No,MonthsServed <= 4.00,Supervised Release = Yes,Junky = No,Crime against Property = No,Race = White,PrisonViolations = 0,WorkRelease = Yes,YearsSchool > 11.00
0.8888888888888888,0.0
