Crime against Property = Yes,PrisonViolations = 1,Alcohol = Yes,9.00 < MonthsServed <= 24.00,10.00 < YearsSchool <= 11.00,Gender = Male,Crime against Person = No,Junky = No,Supervised Release = Yes,Race = White,WorkRelease = Yes
0.8995215311004785,0.0
