Age > 33.00,Alcohol = No,WorkRelease = No,Felony = Yes,YearsSchool <= 8.00,Supervised Release = Yes,Junky = No,PrisonViolations = 1,Crime against Property = Yes,MonthsServed > 24.00
0.930835734870317,0.0004
