Married = No,Gender = Male,WorkRelease = No,Crime against Person = No,Supervised Release = Yes,Junky = No,Alcohol = No,Felony = No,Race = White,26.00 < Age <= 33.00,YearsSchool > 11.00,4.00 < MonthsServed <= 9.00,PrisonViolations = 0
0.9154929577464789,0.0
