YearsSchool <= 8.00,Race = Black,Supervised Release = No,Married = No,WorkRelease = No,Gender = Male,Crime against Person = No,Junky = No,Alcohol = No,Felony = No,26.00 < Age <= 33.00,Crime against Property = No,Priors = 1,9.00 < MonthsServed <= 24.00
1.0,0.0007
