Crime against Property = Yes,Married = No,YearsSchool <= 8.00,Gender = Male,Crime against Person = No,Supervised Release = No,PrisonViolations = 0,WorkRelease = Yes,Junky = No,Age > 33.00,4.00 < MonthsServed <= 9.00,Felony = Yes,Priors = 1,Alcohol = No
1.0,0.0
