Priors = 2,Married = No,Race = Black,Crime against Person = No,WorkRelease = No,Alcohol = No,4.00 < MonthsServed <= 9.00,Felony = No,PrisonViolations = 0,YearsSchool > 11.00
0.9098360655737705,0.0017
