Priors = 2,8.00 < YearsSchool <= 10.00,Crime against Property = Yes,Gender = Male,Junky = Yes,MonthsServed > 24.00,21.00 < Age <= 26.00,Supervised Release = Yes
0.9456521739130435,0.0012
