Priors = 2,Crime against Property = Yes,Married = No,Gender = Male,Alcohol = No,Junky = No,Crime against Person = No,Felony = No,26.00 < Age <= 33.00,Race = White,PrisonViolations = 0
0.8578199052132701,0.0009
