Crime against Property = No,Felony = No,MonthsServed > 24.00,Race = Black,Alcohol = No,Supervised Release = Yes,Crime against Person = No,WorkRelease = No,PrisonViolations = 2,8.00 < YearsSchool <= 10.00
0.9089219330855018,0.0016
