26.00 < Age <= 33.00,Race = White,Felony = Yes,WorkRelease = No,Supervised Release = Yes,Crime against Person = No,Gender = Male,Alcohol = Yes,Junky = Yes,Married = No,Priors = 0,Crime against Property = Yes,8.00 < YearsSchool <= 10.00
0.8842105263157894,0.0
