0.0,0.0,0.0,0.06595069083169815,0.24662611585683372,0.0,0.012355854147440023,0.1315982920715272,0.0,-0.05427779483069401,0.0,-0.1525348788462724,0.0,-0.205769120146048,0.1308872532694864
0,1,2,5,8,10,12
0.8504950495049505,0.0051
