Priors = 2,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Married = No,Crime against Person = No,Supervised Release = Yes,Junky = No,Felony = No,Gender = Male,Race = White
0.8675496688741722,0.003
