Crime against Property = No,Felony = No,MonthsServed > 24.00,Race = Black,Junky = No,WorkRelease = No,Crime against Person = No,Supervised Release = Yes,PrisonViolations = 2,Alcohol = No,21.00 < Age <= 26.00
0.9304347826086956,0.0002
