Race = Black,MonthsServed > 24.00,Married = No,PrisonViolations = 1,WorkRelease = Yes,Crime against Person = No,Gender = Male,Supervised Release = Yes,Alcohol = No,Junky = No,Priors = 1,26.00 < Age <= 33.00,Felony = No,YearsSchool > 11.00
1.0,0.0002
