Priors = 2,Race = Black,WorkRelease = No,Alcohol = No,Gender = Male,Junky = No,PrisonViolations = 0,Felony = Yes,MonthsServed > 24.00,Crime against Person = Yes,YearsSchool <= 8.00
0.8872180451127819,0.0008
