Crime against Property = Yes,Supervised Release = No,WorkRelease = No,8.00 < YearsSchool <= 10.00,MonthsServed <= 4.00,Priors = 0,21.00 < Age <= 26.00,Married = Yes
0.9431137724550899,0.0004
