Priors = 2,Race = Black,9.00 < MonthsServed <= 24.00,Felony = No,Crime against Person = No,10.00 < YearsSchool <= 11.00,WorkRelease = Yes,Age > 33.00,Crime against Property = No
0.9554794520547946,0.0
