26.00 < Age <= 33.00,WorkRelease = No,Felony = Yes,Supervised Release = Yes,Junky = No,PrisonViolations = 1,Alcohol = No,Gender = Male,Crime against Person = No,Married = No,MonthsServed > 24.00,Race = Black,8.00 < YearsSchool <= 10.00
0.9163879598662207,0.0005
