YearsSchool <= 8.00,Married = No,MonthsServed <= 4.00,Felony = No,Gender = Male,WorkRelease = Yes,Junky = No,Crime against Person = No,Supervised Release = Yes,Crime against Property = No,Priors = 1
0.8172323759791122,0.0007
