Race = Black,Married = No,Priors = 0,MonthsServed <= 4.00,8.00 < YearsSchool <= 10.00,WorkRelease = No,Gender = Male,Supervised Release = Yes,Felony = No,Age > 33.00
0.9336283185840708,0.0008
