Age <= 21.00,YearsSchool <= 8.00,Married = No,Crime against Property = Yes,Felony = No,Gender = Male,Supervised Release = Yes,WorkRelease = No,9.00 < MonthsServed <= 24.00,Junky = Yes
1.0,0.0006
