Crime against Property = No,Alcohol = No,10.00 < YearsSchool <= 11.00,WorkRelease = Yes,Felony = Yes,Supervised Release = No,Gender = Male,21.00 < Age <= 26.00,Junky = No,Crime against Person = No,Priors = 2,MonthsServed > 24.00
0.9478672985781991,0.0002
